,Epitope IRI,Object Type,Description,Epitope Modified Residue(s),Epitope Modification(s),Starting Position,Ending Position,Non-peptidic epitope IRI,Epitope Synonyms,Antigen Name,Antigen IRI,Parent Protein,Parent Protein IRI,Organism Name,Organism IRI,Parent Organism,Parent Organism IRI,Epitope Comments,Epitope Relationship,Object Type.1,Description.1,Starting Position.1,Ending Position.1,Non-peptidic object IRI,Synonyms,Antigen Name.1,Antigen IRI.1,Parent Protein.1,Parent Protein IRI.1,Organism Name.1,Organism IRI.1,Parent Organism.1,Parent Organism IRI.1,link_url_41
151,135809,Non-peptidic,alpha-L-Rhap-(1->2)-alpha-L-Rhap-(1->3)-[alpha-D-Glcp-(1->4)]-alpha-L-Rhap-(1->3)-beta-D-GlcpNAc-(1->2)-alpha-L-Rhap-(1->2)-alpha-L-Rhap-(1->3)-[alpha-D-Glcp-(1->4)]-alpha-L-Rhap-(1->3)-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_59373,"alpha-L-rhamnopyranosyl-(1->2)-alpha-L-rhamnopyranosyl-(1->3)-[alpha-D-glucopyranosyl-(1->4)]-alpha-L-rhamnopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-L-rhamnopyranosyl-(1->2)-alpha-L-rhamnopyranosyl-(1->3)-[alpha-D-glucopyranosyl-(1->4)]-alpha-L-rhamnopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, 6-deoxy-alpha-L-mannopyranosyl-(1->2)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-[alpha-D-glucopyranosyl-(1->4)]-6-deoxy-alpha-L-mannopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->2)-6-deoxy-alpha-L-mannopyranosyl-(1->2)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-[alpha-D-glucopyranosyl-(1->4)]-6-deoxy-alpha-L-mannopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, [AB(E)CD]2, alpha-L-Rha-(1->2)-alpha-L-Rha-(1->3)-[alpha-D-Glc-(1->4)]-alpha-L-Rha-(1->3)-beta-D-GlcNAc-(1->2)-alpha-L-Rha-(1->2)-alpha-L-Rha-(1->3)-[alpha-D-Glc-(1->4)]-alpha-L-Rha-(1->3)--beta-D-GlcNAc, alpha-L-rhamnosyl-(1->2)-alpha-L-rhamnosyl-(1->3)-[alpha-D-glucosyl-(1->4)]-alpha-L-rhamnosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-L-rhamnosyl-(1->2)-alpha-L-rhamnosyl-(1->3)-[alpha-D-glucosyl-(1->4)]-alpha-L-rhamnosyl-(1->3)-N-acetyl-beta-D-glucosamine, Rhaalpha1-2RhaRhaalpha1-3(Glcalpha1-4)Rhaalpha1-3GlcNAcbeta1-2Rhaalpha1-2RhaRhaalpha1-3(Glcalpha1-4)Rhaalpha1-3GlcNAcbeta",,,,,Shigella flexneri 2a,http://purl.obolibrary.org/obo/NCBITaxon_42897,Shigella flexneri,http://purl.obolibrary.org/obo/NCBITaxon_623,,,,,,,,,,,,,,,,,G07190MR 
152,135810,Non-peptidic,L-Thr-(N->6)-alpha-D-Galp6d3OAc-(1->3)-beta-D-GalpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_59415,"3-(3-O-acetyl-6-deoxy-6-threonino-alpha-D-galactopyranuronosyl)-2-acetamido-2-deoxy-alpha-D-galactopyranose, L-Thr-6-alpha-D-GalA-3-OAc-(1->3)-beta-D-Gal-NAc, L-Thr-6-alpha-D-GalpA-3-OAc-(1->3)-beta-D-GalpNAc",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Proteus penneri ATCC 33519,https://ontology.iedb.org/ontology/ONTIE_0001307,Proteus penneri,http://purl.obolibrary.org/obo/NCBITaxon_102862,The epitope was deduced.,,,,,,,,,,,,,,,,G35599FO 
153,135813,Non-peptidic,N-acetyl-beta-D-glucosamine,,,,,http://purl.obolibrary.org/obo/CHEBI_28009,"2-acetamido-2-deoxy-beta-D-glucopyranose, 2-acetamido-2-deoxyhexopyranose, 2-Acetamido-2-deoxy-D-glucose, 2-Acetylamino-2-deoxy-D-glucose, Acetylglucosamine, betaGlcNAc, GlcNAc-beta, N-Acetyl-beta-D-glucosamine, N-acetyl-beta-D-glucosamine, N-Acetyl-D-glucosamine, N-acetylglucosamine, WURCS=2.0/1,1,0/[a2122h-1b_1-5_2*NCC/3=O]/1/, &szlig;GlcNAc-R",,,,,,,,,,,,,,,,,,,,,,,,,G49108TO 
154,135817,Non-peptidic,alpha-L-Rhap-(1->2)-alpha-L-Rhap-(1->3)-[alpha-D-Glcp-(1->4)]-alpha-L-Rhap-(1->3)-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_59369,"alpha-L-rhamnopyranosyl-(1->2)-alpha-L-rhamnopyranosyl-(1->3)-[alpha-D-glucopyranosyl-(1->4)]-alpha-L-rhamnopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, 6-deoxy-alpha-L-mannopyranosyl-(1->2)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-[alpha-D-glucopyranosyl-(1->4)]-6-deoxy-alpha-L-mannopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glucopyranose, AB(E)CD, alpha-L-Rha-(1->2)-alpha-L-Rha-(1->3)-[alpha-D-Glc-(1->4)]-alpha-L-Rha-(1->3)-beta-D-GlcNAc",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Shigella flexneri 2a,http://purl.obolibrary.org/obo/NCBITaxon_42897,Shigella flexneri,http://purl.obolibrary.org/obo/NCBITaxon_623,,,,,,,,,,,,,,,,,G27686RV 
155,135818,Non-peptidic,alpha-D-Galp-(1->2)-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_59432,"alpha-D-galactopyranosyl-(1->2)-D-galactopyranose, (Gal)2, 2-O-alpha-D-galactopyranosyl-D-galactopyranose, alpha-D-Gal-(1->2)-D-Gal, alpha-D-galactosyl-(1->2)-D-galactose, alpha-Gal-(1->2)-Gal, Gal-alpha1,2-Gal, Galalpha1,2Gal, WURCS=2.0/2,2,1/[a2112h-1x_1-5][a2112h-1a_1-5]/1-2/a2-b1",,,,,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,Bacteria,http://purl.obolibrary.org/obo/NCBITaxon_2,,,,,,,,,,,,,,,,,G35178XK 
156,135849,Non-peptidic,alpha-L-Rhap-(1->3)-beta-D-GlcpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_59355,"6-deoxy-alpha-L-rhamnopyranosyl-(1->3)-2-acetamido-2-deoxy-beta-D-glycopyranose, 2-acetamido-2-deoxy-3-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranose, 6-deoxy-alpha-L-rhamnosyl-(1->3)-N-acetyl-beta-D-glucosamine, alpha-L-Rha-(1->3)-beta-D-GlcNAc, Rhaalpha1-3GlcNAcbeta",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Proteus mirabilis,http://purl.obolibrary.org/obo/NCBITaxon_584,Proteus mirabilis,http://purl.obolibrary.org/obo/NCBITaxon_584,The epitope was deduced.,,,,,,,,,,,,,,,,G99436AO 
157,136019,Non-peptidic,PCM 2476 oligosaccharide,,,,,http://purl.obolibrary.org/obo/CHEBI_59232,"beta-D-galactopyranuronosyl-(1->7)-[alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl-(1->4)-2-amino-2-deoxy-alpha-D-glucopyranosyl-(1->4)-[D-glycero-alpha-D-manno-heptopyranosyl-(1->2)]-beta-D-galactopyranuronosyl-(1->3)]-D-glycero-alpha-D-manno-heptopyranosyl-(1->7)-L-glycero-alpha-D-manno-heptopyranosyl-(1->3)-[beta-D-glucopyranosyl-(1->4)]-L-glycero-alpha-D-manno-heptopyranosyl-(1->5)-3-deoxy-alpha-D-altro-oct-2-ulopyranosonic acid, alpha-D-Glc-(1->6)-alpha-D-Glc-(1->4)-alpha-D-GlcN-(1->4)-[D-glycero-alpha-D-manno-Hep-(1->2)]-alpha-D-GalA-(1->3)-[beta-D-GalA-(1->7)-L-glycero-alpha-D-manno-Hep-(1->7)]-L-glycero-alpha-D-manno-Hep-(1->3)-[beta-D-Glc-(1->4)]-L-glycero-alpha-D-manno-Hep-(1->5)-Kdo, alpha-D-Glcp-(1->6)-alpha-D-Glcp-(1->4)-alpha-D-GlcpN-(1->4)-[D-glycero-alpha-D-manno-Hepp-(1->2)]-alpha-D-GalpA-(1->3)-[beta-D-GalpA-(1->7)-L-glycero-alpha-D-manno-Hepp-(1->7)]-L-glycero-alpha-D-manno-Hepp-(1->3)-[beta-D-Glcp-(1->4)]-L-glycero-alpha-D-manno-Hepp-(1->5)-Kdo, beta-D-galacturonosyl-(1->7)-[alpha-D-glucosyl-(1->6)-alpha-D-glucosyl-(1->4)-alpha-D-glucosaminyl-(1->4)-[D-glycero-alpha-D-manno-heptosyl-(1->2)]-beta-D-galacturonosyl-(1->3)]-D-glycero-alpha-D-manno-heptosyl-(1->7)-L-glycero-alpha-D-manno-heptosyl-(1->3)-[beta-D-glucosyl-(1->4)]-L-glycero-alpha-D-manno-heptosyl-(1->5)-3-deoxy-alpha-D-altro-oct-2-ulosonic acid, Glcalpha1-6Glcalpha1-4GlcNalpha1-4(Hepalpha1-2)GalAbeta1-3(GalAbeta1-7Hepalpha1-7)Hepalpha1-3(Glcbeta1-4)Hepalpha1-5Kdo",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Yokenella regensburgei PCM 2476,https://ontology.iedb.org/ontology/ONTIE_0001310,Yokenella regensburgei,http://purl.obolibrary.org/obo/NCBITaxon_158877,,,,,,,,,,,,,,,,,G88658ZK 
158,136020,Non-peptidic,PCM 2477 oligosaccharide,,,,,http://purl.obolibrary.org/obo/CHEBI_59231,"alpha-D-galactopyranosyl-(1->6)-alpha-D-glucopyranosyl-(1->4)-2-amino-2-deoxy-alpha-D-glucopyranosyl-(1->4)-[D-glycero-alpha-D-manno-heptopyranosyl-(1->2)]-beta-D-galactopyranuronosyl-(1->3)-[beta-D-galactopyranuronosyl-(1->7)]-D-glycero-alpha-D-manno-heptopyranosyl-(1->7)-L-glycero-alpha-D-manno-heptopyranosyl-(1->3)-[beta-D-glucopyranosyl-(1->4)]-L-glycero-alpha-D-manno-heptopyranosyl-(1->5)-3-deoxy-alpha-D-altro-oct-2-ulopyranosonic acid, alpha-D-Gal-(1->6)-alpha-D-Glc-(1->4)-alpha-D-GlcN-(1->4)-[D-glycero-alpha-D-manno-Hep-(1->2)]-alpha-D-GalA-(1->3)-[beta-D-GalA-(1->7)-L-glycero-alpha-D-manno-Hep-(1->7)]-L-glycero-alpha-D-manno-Hep-(1->3)-[beta-D-Glc-(1->4)]-L-glycero-alpha-D-manno-Hep-(1->5)-Kdo, alpha-D-galactosyl-(1->6)-alpha-D-glucosyl-(1->4)-alpha-D-glucosaminyl-(1->4)-[D-glycero-alpha-D-manno-heptosyl-(1->2)]-beta-D-galacturonosyl-(1->3)-[beta-D-galacturonosyl-(1->7)]-D-glycero-alpha-D-manno-heptosyl-(1->7)-L-glycero-alpha-D-manno-heptosyl-(1->3)-[beta-D-glucosyl-(1->4)]-L-glycero-alpha-D-manno-heptosyl-(1->5)-3-deoxy-alpha-D-altro-oct-2-ulosonic acid, alpha-D-Galp-(1->6)-alpha-D-Glcp-(1->4)-alpha-D-GlcpN-(1->4)-[D-glycero-alpha-D-manno-Hepp-(1->2)]-alpha-D-GalpA-(1->3)-[beta-D-GalpA-(1->7)-L-glycero-alpha-D-manno-Hepp-(1->7)]-L-glycero-alpha-D-manno-Hepp-(1->3)-[beta-D-Glcp-(1->4)]-L-glycero-alpha-D-manno-Hepp-(1->5)-Kdo, Galalpha1-6Glcalpha1-4GlcNalpha1-4(Hepalpha1-2)GalAalpha1-3(GalAbeta1-7Hepalpha1-7)Hepalpha1-3(Glcbeta1-4)Hepalpha1-5Kdo",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Yokenella regensburgei PCM 2477,https://ontology.iedb.org/ontology/ONTIE_0001311,Yokenella regensburgei,http://purl.obolibrary.org/obo/NCBITaxon_158877,,,,,,,,,,,,,,,,,G98580KO 
159,136021,Non-peptidic,beta-D-GalpNAc-(1->4)-alpha-D-GalpNAc,,,,,http://purl.obolibrary.org/obo/CHEBI_59357,"beta-D-2-acetamido-2-deoxy-galactopyranosyl-(1->4)-alpha-D-2-acetamido-2-deoxy-galactopyranose, 2-acetamido-4-O-(2-acetamido-2-deoxy-beta-D-galactopyranosyl)-2-deoxy-alpha-D-galactopyranose, beta-D-GalNAc-(1->4)-alpha-D-GalNAc, GalNAcbeta1-4GalNAcalpha, WURCS=2.0/2,2,1/[a2112h-1a_1-5_2*NCC/3=O][a2112h-1b_1-5_2*NCC/3=O]/1-2/a4-b1",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Proteus,http://purl.obolibrary.org/obo/NCBITaxon_583,Proteus,http://purl.obolibrary.org/obo/NCBITaxon_583,The epitope was deduced.,,,,,,,,,,,,,,,,G97542CQ 
160,136024,Non-peptidic,beta-D-Gal-(1->4)-alpha-D-Glc-(1->3)-[alpha-D-GlcNAc-(1->2)]-alpha-L-Hep,,,,,http://purl.obolibrary.org/obo/CHEBI_59861,"2-acetamido-2-deoxy-alpha-D-glucopyranosyl-(1->2)-[beta-D-galactopyranosyl-(1->4)-alpha-D-glucopyranosyl-(1->3)]-L-glycero-alpha-D-manno-heptopyranose, beta-D-Galp-(1->4)-alpha-D-Glcp-(1->3)-[alpha-D-GlcpNAc-(1->2)]-alpha-L-Hepp, beta-Gal-(1->4)-alpha-Glc-(1->3)-[alpha-GlcNAc-(1->2)]-alpha-Hep, Galbeta1-4Glcalpha1-3(GlcNAcalpha1-2)Hepalpha",lipooligosaccharide,http://purl.obolibrary.org/obo/CHEBI_35371,,,Neisseria gonorrhoeae 15253,https://ontology.iedb.org/ontology/ONTIE_0001364,Neisseria gonorrhoeae,http://purl.obolibrary.org/obo/NCBITaxon_485,The epitope was deduced.,,,,,,,,,,,,,,,,G60721QB 
161,136030,Non-peptidic,neopentyl glycosyl pyrrole,,,,,http://purl.obolibrary.org/obo/CHEBI_59977,"1-(2,2-dimethylpropyl)-3-(1,2,3-trihydroxypropyl)-1H-pyrrole-2-carbaldehyde, ",,,,,,,,,,,,,,,,,,,,,,,,,G20902FJ 
162,136035,Non-peptidic,alpha-paratopyranosyl-(1->3)-alpha-D-mannopyranose,,,,,http://purl.obolibrary.org/obo/CHEBI_59989,"3,6-dideoxy-alpha-D-ribo-hexopyranosyl-(1->3)-alpha-D-mannopyranose, 3-O-(3,6-dideoxy-alpha-D-ribo-hexopyranosyl)-alpha-D-mannopyranose, 3-O-alpha-paratopyranosyl-alpha-D-mannopyranose, alpha-Par-(1->3)-alpha-D-Man, alpha-Parp-(1->3)-alpha-D-Manp, Paralpha1-3Manalpha",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Salmonella 'group A',https://ontology.iedb.org/ontology/ONTIE_0001317,Salmonella 'group A',https://ontology.iedb.org/taxon/10001511,,,,,,,,,,,,,,,,,G09216SO 
163,136042,Non-peptidic,N(alpha)-formyl-N(epsilon)-fructosyllysine,,,,,http://purl.obolibrary.org/obo/CHEBI_59986,"N(6)-(1-deoxy-D-fructos-1-yl)-N(2)-formyl-L-lysine, alpha-formyl-epsilon-1-deoxyfructosyl-L-lysine, alpha-N-Formyl-(epsilon-N-1-deoxy-1-fructosyl)-L-lysine, N(alpha)-Formyl-N(epsilon)-fructoselysine, N(alpha)-formyl-N(epsilon)-fructosyl-L-lysine",,,,,,,,,,,,,,,,,,,,,,,,,G18513XM 
164,136044,Non-peptidic,beta-D-galactose,,,,,http://purl.obolibrary.org/obo/CHEBI_27667,"beta-D-galactopyranose, beta-D-Gal, beta-D-Galactose, BETA-D-GALACTOSE, beta-D-galactose, Gal-beta, WURCS=2.0/1,1,0/[a2112h-1b_1-5]/1/",glycoprotein C,http://www.ncbi.nlm.nih.gov/protein/ABM52977.1,Envelope glycoprotein C,http://www.uniprot.org/uniprot/P10228,Human alphaherpesvirus 1,http://purl.obolibrary.org/obo/NCBITaxon_10298,Human alphaherpesvirus 1,http://purl.obolibrary.org/obo/NCBITaxon_10298,The epitope structure is accesible in the N-glycan of the viral glycoprotein when replicating in cells that express galactosyl transferases.,,,,,,,,,,,,,,,,G65889KE 
165,136045,Non-peptidic,alpha-L-fucose,,,,,http://purl.obolibrary.org/obo/CHEBI_42548,"6-deoxy-alpha-L-galactopyranose, alpha-L-fucopyranose, alpha-L-Fuc, alpha-L-fucose, ALPHA-L-FUCOSE, alpha-L-Fucp, WURCS=2.0/1,1,0/[a1221m-1a_1-5]/1/",glycoprotein C,http://www.ncbi.nlm.nih.gov/protein/ABM52977.1,Envelope glycoprotein C,http://www.uniprot.org/uniprot/P10228,Human alphaherpesvirus 1,http://purl.obolibrary.org/obo/NCBITaxon_10298,Human alphaherpesvirus 1,http://purl.obolibrary.org/obo/NCBITaxon_10298,The epitope structure is accessible in the N-glycan of the viral glycoprotein when replicating in certain cells types that don't express galactosyl transferases.,,,,,,,,,,,,,,,,G96881BQ 
166,136093,Non-peptidic,alpha-D-Abep-(1->3)-alpha-D-Manp-(1->4)-alpha-L-Rhap-(1->3)-alpha-D-Galp,,,,,http://purl.obolibrary.org/obo/CHEBI_59404,"3,6-dideoxy-alpha-D-xylo-hexopyranosyl-(1->3)-alpha-D-mannopyranosyl-(1->4)-6-deoxy-alpha-L-mannopyranosyl-(1->3)-alpha-D-galactopyranose, Abealpha1-3Manalpha1-4Rhaalpha1-3Galalpha, alpha-D-Abe-(1->3)-alpha-D-Man-(1->4)-alpha-L-Rha-(1->3)-alpha-D-Gal, alpha-D-abequopyranosyl-(1->3)-alpha-D-mannopyranosyl-(1->4)-alpha-L-rhamnopyranosyl-(1->3)-alpha-D-galactopyranose, alpha-D-abequosyl-(1->3)-alpha-D-mannosyl-(1->4)-alpha-L-rhamnosyl-(1->3)-alpha-D-galactose, AMRG",lipopolysaccharide,http://purl.obolibrary.org/obo/CHEBI_16412,,,Salmonella typhimurium SH 4809,https://ontology.iedb.org/ontology/ONTIE_0000644,Salmonella enterica,http://purl.obolibrary.org/obo/NCBITaxon_28901,,,,,,,,,,,,,,,,,G05626UI 
167,136094,Non-peptidic,beta-D-Galp-(1->4)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->4)-beta-D-Glcp-(1->4)-[alpha-D-GlcpNAc-(1->2)-3-PEA-L-alpha-D-Hepp-(1->3)]-L-alpha-D-Hepp-(1->5)-alpha-Kdo,,,,,http://purl.obolibrary.org/obo/CHEBI_59464,"2-acetamido-2-deoxy-alpha-D-glucopyranosyl-(1->2)-3-O-[(2-aminoethoxy)(hydroxy)phosphoryl]-L-glycero-alpha-D-manno-heptopyranosyl-(1->3)-[beta-D-galactopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-beta-D-galactopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->4)]-L-glycero-alpha-D-manno-heptopyranosyl-(1->5)-3-deoxy-alpha-D-manno-oct-2-ulopyranosonic acid, beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->4)-[alpha-D-GlcNAc-(1->2)-3-PEA-L-alpha-D-Hep(1->3)]-L-alpha-D-Hep(1->5)-alphaKdo, Core oligosaccharide N. meningitis L3,7,9 type, Galbeta1-4GlcNAcbeta1-3Galbeta1-4Glcbeta1-4(GlcNAcalpha1-2Hep3PEAalpha1-3)Hepalpha1-5Kdoalpha, L3, 7, 9 OS",lipooligosaccharide,http://purl.obolibrary.org/obo/CHEBI_35371,,,Neisseria meningitidis serogroup B  H44/76,https://ontology.iedb.org/ontology/ONTIE_0000744,Neisseria meningitidis,http://purl.obolibrary.org/obo/NCBITaxon_487,,,,,,,,,,,,,,,,,G37071YP 
168,136096,Non-peptidic,"4-O-acetyl-2,3-di-O-methyl-alpha-L-fucopyranose",,,,,http://purl.obolibrary.org/obo/CHEBI_59372,"4-O-acetyl-2,3-di-O-methyl-alpha-L-fucopyranose, 4-O-acetyl-6-deoxy-2,3-di-O-methyl-alpha-L-galactopyranose, 4-Ac-2,3-di-O-Me-alpha-L-Fuc, 4-Ac-2,3-di-O-Me-alpha-L-Fucp, 4-O-acetyl-2,3-di-O-methyl-alpha-L-fucose, GPL-9I terminal monosaccharide",GPL-9I,http://purl.obolibrary.org/obo/CHEBI_59378,,,Mycobacterium avium serovar 9,https://ontology.iedb.org/ontology/ONTIE_0000235,Mycobacterium avium,http://purl.obolibrary.org/obo/NCBITaxon_1764,,,,,,,,,,,,,,,,,G82084JD 
169,136097,Non-peptidic,"4-O-acetyl-2,3-di-O-methyl-alpha-L-fucopyranosyl-(1->3)-alpha-L-rhamnopyranose",,,,,http://purl.obolibrary.org/obo/CHEBI_59371,"3-O-(4-O-acetyl-2,3-di-O-methyl-alpha-L-fucopyranosyl)-alpha-L-rhamnopyranose, 3-O-(4-O-acetyl-6-deoxy-2,3-di-O-methyl-alpha-L-galactopyranosyl)-6-deoxy-alpha-L-mannopyranose, 3-O-(4-O-acetyl-2,3-di-O-methyl-alpha-L-fucosyl)-alpha-L-rhamnose, 4-Ac-2,3-di-O-Me-alpha-L-Fuc-(1->3)-alpha-L-Rha, 4-Ac-2,3-di-O-Me-alpha-L-Fucp-(1->3)-alpha-L-Rhap, Acetyl-GPL-2 terminal disaccharide, alpha-L-Fucp4Ac2,3Me2-(1->3)-alpha-L-Rhap, Fuc4Ac2,3Me2alpha1-3Rhaalpha",acetyl-GPL-2,http://purl.obolibrary.org/obo/CHEBI_59377,,,Mycobacterium avium serovar 2,https://ontology.iedb.org/ontology/ONTIE_0000229,Mycobacterium avium,http://purl.obolibrary.org/obo/NCBITaxon_1764,,,,,,,,,,,,,,,,,G54664DZ 
170,136098,Non-peptidic,4-O-methyl-alpha-L-rhamnopyranose,,,,,http://purl.obolibrary.org/obo/CHEBI_59368,"4-O-methyl-alpha-L-rhamnopyranose, 6-deoxy-4-O-methyl-alpha-L-mannopyranose, 4-O-methyl-alpha-L-Rha, 4-O-methyl-alpha-L-Rhap, GPL-4 terminal monosaccharide",GPL-4,http://purl.obolibrary.org/obo/CHEBI_59376,,,Mycobacterium avium serovar 4,https://ontology.iedb.org/ontology/ONTIE_0000233,Mycobacterium avium,http://purl.obolibrary.org/obo/NCBITaxon_1764,,,,,,,,,,,,,,,,,G26185EK 
171,136099,Non-peptidic,4-O-methyl-alpha-L-rhamnopyranosyl-(1->4)-2-O-methyl-alpha-L-fucopyranose,,,,,http://purl.obolibrary.org/obo/CHEBI_59365,"4-O-(4-O-methyl-alpha-L-rhamnopyranosyl)-2-O-methyl-alpha-L-fucopyranose, 6-deoxy-4-O-(6-deoxy-4-O-methyl-alpha-L-mannopyranosyl)-2-O-methyl-alpha-L-galactopyranose, 4-O-methyl-alpha-L-Rha-(1->4)-2-O-methyl-alpha-L-Fuc, 4-O-methyl-alpha-L-Rhap-(1->4)-2-O-methyl-alpha-L-Fucp, alpha-L-Rhap4Me-(1->4)-alpha-L-Fucp2Me, GPL-4 terminal disaccharide",GPL-4,http://purl.obolibrary.org/obo/CHEBI_59376,,,Mycobacterium avium serovar 4,https://ontology.iedb.org/ontology/ONTIE_0000233,Mycobacterium avium,http://purl.obolibrary.org/obo/NCBITaxon_1764,,,,,,,,,,,,,,,,,G38747SU 
172,136100,Non-peptidic,beta-D-Galp6P-(1->4)-alpha-D-Manp,,,,,http://purl.obolibrary.org/obo/CHEBI_59614,"6-O-phosphono-beta-D-galactopyranosyl-(1->4)-alpha-D-mannopyranose, 4-O-(6-O-phosphono-beta-D-galactopyranosyl)-alpha-D-mannopyranose, 6-O-phosphono-beta-D-galactoyl-(1->4)-alpha-D-mannose, 6P-beta-D-Gal-(1->4)-alpha-D-Man, 6P-beta-D-Galp-(1->4)-alpha-D-Manp, beta-D-Gal6P-(1->4)-alpha-D-Man, Gal6Pbeta1-4Manalpha, PO4-6-beta-D-Galp-(1->4)-alpha-D-Manp",lipophosphoglycan,http://purl.obolibrary.org/obo/CHEBI_59681,,,Leishmania donovani donovani 1S2D,https://ontology.iedb.org/ontology/ONTIE_0000251,Leishmania donovani,http://purl.obolibrary.org/obo/NCBITaxon_5661,This structure constitutes the repeating phospho-disaccharide  moiety of the lipophosphoglycan (a type of Glycosylphosphatidylinositols) outer region.,,,,,,,,,,,,,,,,G58147XJ 
173,136101,Non-peptidic,beta-D-Galp-(1->3)-beta-D-Galp6P-(1->4)-alpha-D-Manp,,,,,http://purl.obolibrary.org/obo/CHEBI_59615,"beta-D-galactopyranosyl-(1->3)-6-O-phosphono-beta-D-galactopyranosyl-(1->4)-alpha-D-mannopyranose, 6P-[beta-D-Gal-(1->3)]-beta-D-Gal-(1->4)-alpha-D-Man, 6P-[beta-D-Galp-(1->3)]-beta-D-Galp-(1->4)-alpha-D-Manp, beta-D-Gal-(1->3)-beta-D-Gal6P-(1->4)-alpha-D-Man, beta-D-galactosyl-(1->3)-6-O-phosphono-beta-D-galactosyl-(1->4)-alpha-D-mannose, Galbeta1-3Gal6Pbeta1-4Manalpha, PO4-6-[beta-D-Galp-(1->3)]-beta-D-Galp-(1->4)-alpha-D-Manp",lipophosphoglycan,http://purl.obolibrary.org/obo/CHEBI_59681,,,Leishmania major,http://purl.obolibrary.org/obo/NCBITaxon_5664,Leishmania major,http://purl.obolibrary.org/obo/NCBITaxon_5664,The epitope is a component of phosphosaccharide repeating unit of lipophosphoglycan.,,,,,,,,,,,,,,,,G41618RD 
174,136102,Non-peptidic,alpha-L-Araf-(1->2)-beta-D-Galp-(1->3)-beta-D-Galp6P-(1->4)-alpha-D-Manp,,,,,http://purl.obolibrary.org/obo/CHEBI_59617,"alpha-L-arabinofuranosyl-(1->2)-beta-D-galactopyranosyl-(1->3)-6-O-phosohono-beta-D-galactopyranosyl-(1->4)-alpha-D-mannopyranose, 6-P-[alpha-L-Ara-(1->2)-beta-D-Gal-(1->3)]-beta-D-Gal-(1->4)-alpha-D-Man, 6-P-[alpha-L-Araf-(1->2)-beta-D-Galp-(1->3)]-beta-D-Galp-(1->4)-alpha-D-Manp, alpha-L-Ara-(1->2)-beta-D-Gal-(1->3)-beta-D-Gal6P-(1->4)-alpha-D-Man, alpha-L-arabinosyl-(1->2)-beta-D-galactosyl-(1->3)-6-O-phosphono-beta-D-galactosyl-(1->4)-alpha-D-mannose, L-Araalpha1-2Galbeta1-3Gal6Pbeta1-4Manalpha, PO4-6-[alpha-L-Araf-(1->2)-beta-D-Galp-(1->3)]-beta-D-Galp-(1->4)-alpha-D-Manp",lipophosphoglycan,http://purl.obolibrary.org/obo/CHEBI_59681,,,Leishmania major,http://purl.obolibrary.org/obo/NCBITaxon_5664,Leishmania major,http://purl.obolibrary.org/obo/NCBITaxon_5664,The epitope is a component of phosphosaccharide repeating unit of lipophosphoglycan.,,,,,,,,,,,,,,,,G03618NW 
